date,K_t,r_port,turnover,n_eff,w_SPX,w_BOND,w_GOLD,w_OIL,w_USD,p_g0,p_g1,p_g2,p_g3,p_g4,p_g5,dominant_regime
2026-01-26,2,0.0009220182365098922,1.264439553061436e-09,1.9230769251245308,0.0,0.5999999986158171,0.0,0.0,0.400000001384183,0.9914780163986611,0.008521983601338934,0.0,0.0,0.0,0.0,0
2026-01-27,2,-0.00840412216959945,2.1430540675382304e-10,1.923076924807511,0.0,0.5999999988301224,0.0,0.0,0.40000000116987755,0.9894528162633337,0.010547183736666313,0.0,0.0,0.0,0.0,0
2026-01-28,2,0.0010421950467625033,2.3640561730431386e-11,1.9230769247725399,0.0,0.599999998853763,0.0,0.0,0.40000000114623696,0.9892507905643599,0.010749209435640145,0.0,0.0,0.0,0.0,0
2026-01-29,2,-0.0004642815350662036,4.3777925728960554e-11,1.9230769247077795,0.0,0.599999998897541,0.0,0.0,0.4000000011024591,0.9918723272792868,0.008127672720713259,0.0,0.0,0.0,0.0,0
2026-01-30,2,0.0005274078622923126,3.1285612989151446e-11,1.9230769247540602,0.0,0.5999999988662553,0.0,0.0,0.4000000011337447,0.9907032849640736,0.009296715035926537,0.0,0.0,0.0,0.0,0
2026-02-02,2,0.00036351385722469426,8.39972535970901e-12,1.9230769247416346,0.0,0.599999998874655,0.0,0.0,0.40000000112534495,0.10021062099103507,0.8997893790089649,0.0,0.0,0.0,0.0,1
2026-02-03,2,0.0004152837624623802,7.754760722455956e-11,1.9230769246269193,0.0,0.5999999989522027,0.0,0.0,0.40000000104779737,0.04867083336586565,0.9513291666341344,0.0,0.0,0.0,0.0,1
2026-02-04,2,-0.00018834188410399186,1.3581219482361462e-11,1.9230769246068293,0.0,0.5999999989657838,0.0,0.0,0.40000000103421607,0.03901202917275341,0.9609879708272466,0.0,0.0,0.0,0.0,1
2026-02-05,2,0.007665105736075673,1.0553585783057429e-11,1.9230769246224404,0.0,0.5999999989552303,0.0,0.0,0.4000000010447697,0.04994001575853013,0.9500599842414699,0.0,0.0,0.0,0.0,1
2026-02-06,2,-0.0007716260340242199,1.5746154380380517e-11,1.9230769245991473,0.0,0.5999999989709764,0.0,0.0,0.40000000102902356,0.03335247196354418,0.9666475280364558,0.0,0.0,0.0,0.0,1
2026-02-09,2,-0.0034084923014789624,2.6225271954061213e-11,1.9230769246379418,0.0,0.5999999989447512,0.0,0.0,0.40000000105524885,0.04947542034323976,0.9505245796567603,0.0,0.0,0.0,0.0,1
2026-02-10,2,0.007033741580553853,9.378886556277166e-12,1.923076924624068,0.0,0.59999999895413,0.0,0.0,0.4000000010458699,0.040928838340637846,0.9590711616593621,0.0,0.0,0.0,0.0,1
2026-02-11,2,-0.002746342661142266,1.2293277507069433e-11,1.923076924642253,0.0,0.5999999989418369,0.0,0.0,0.4000000010581633,0.053264432706593964,0.946735567293406,0.0,0.0,0.0,0.0,1
2026-02-12,2,0.007770277894977202,1.4866663455848084e-11,1.923076924620261,0.0,0.5999999989567034,0.0,0.0,0.4000000010432965,0.04010753542874642,0.9598924645712535,0.0,0.0,0.0,0.0,1
2026-02-13,2,0.003285820546776529,3.93707288992573e-12,1.9230769246144375,0.0,0.5999999989606405,0.0,0.0,0.40000000103935945,0.032369163731531765,0.9676308362684682,0.0,0.0,0.0,0.0,1
2026-02-17,2,0.002342338688548363,2.5908719614164966e-11,1.923076924652763,0.0,0.5999999989347319,0.0,0.0,0.4000000010652683,0.04920188430841787,0.9507981156915821,0.0,0.0,0.0,0.0,1
2026-02-18,2,0.000244733157047724,1.111832848010863e-12,1.9230769246544086,0.0,0.5999999989336199,0.0,0.0,0.40000000106637995,0.05218455249709498,0.947815447502905,0.0,0.0,0.0,0.0,1
2026-02-19,2,0.0011932979296767003,3.5981495560832855e-12,1.9230769246490855,0.0,0.5999999989372181,0.0,0.0,0.4000000010627819,0.05225161291485031,0.9477483870851497,0.0,0.0,0.0,0.0,1
2026-02-20,2,-0.0018503241879335366,2.449618285993438e-11,1.9230769246128487,0.0,0.5999999989617143,0.0,0.0,0.4000000010382857,0.030267094012402233,0.9697329059875978,0.0,0.0,0.0,0.0,1
2026-02-23,2,0.002210368580789274,2.6505242445296062e-11,1.9230769246520576,0.0,0.5999999989352091,0.0,0.0,0.40000000106479094,0.051919384711952295,0.9480806152880477,0.0,0.0,0.0,0.0,1
2026-02-24,2,0.0013640646572346748,3.1227714858417244e-11,1.9230769246982522,0.0,0.5999999989039814,0.0,0.0,0.4000000010960187,0.9908664634148654,0.009133536585134636,0.0,0.0,0.0,0.0,0
2026-02-25,2,-0.0003761273318532132,4.779249218600512e-11,1.9230769246275539,0.0,0.5999999989517738,0.0,0.0,0.40000000104822614,0.03881019352192488,0.9611898064780752,0.0,0.0,0.0,0.0,1
2026-02-26,2,0.002692846049969807,6.267528163128588e-11,1.923076924720269,0.0,0.5999999988890985,0.0,0.0,0.4000000011109014,0.9909516169327706,0.009048383067229479,0.0,0.0,0.0,0.0,0
2026-02-27,2,0.0033493056521853993,5.2051724042101455e-11,1.9230769246432686,0.0,0.5999999989411503,0.0,0.0,0.40000000105884975,0.051671430590940134,0.9483285694090599,0.0,0.0,0.0,0.0,1
